,Question,ResponseM,pid,language,negative,neutral,positive,sentiment,is_uncertain,vader_sentiment,vader_neg,vader_neu,vader_pos,vader_compound
440,1,honest fair true good hearted values ,e53e9f46-7fbd-eb11-a7ad-28187818aecc,en,0.00036817663931287825,0.061657924205064774,0.9379739761352539,positive,False,positive,0.0,0.067,0.933,0.9186
441,1,truth fairness values trustworthy friendly ,1d790641-a2c3-eb11-a7ad-28187818aecc,en,0.0067724124528467655,0.7386994361877441,0.2545281648635864,neutral,False,positive,0.0,0.078,0.922,0.8957
442,1,fair kindness open helpful gentle volenteers,167d66d3-9bb9-eb11-a7ad-28187818aecc,en,0.0037758296821266413,0.18238334357738495,0.8138408660888672,positive,False,positive,0.0,0.154,0.846,0.875
443,1,fair open accepting moderate polite caring,53a46d6b-a2c3-eb11-a7ad-28187818aecc,en,0.005849085282534361,0.5995039939880371,0.39464694261550903,neutral,False,positive,0.0,0.27,0.73,0.7964
444,1,honesty dedication trustworthy integrity fair just,e4659b65-7fbd-eb11-a7ad-28187818aecc,en,0.005142511799931526,0.35120832920074463,0.643649160861969,positive,False,positive,0.0,0.146,0.854,0.8934
445,1,fair honest    ,1022228b-eebe-eb11-a7ad-28187818aecc,en,0.002231233986094594,0.8903306126594543,0.10743817687034607,neutral,False,positive,0.0,0.0,1.0,0.6808
446,1,strong clear consideration consistency honest heartfelt,716291bc-eebe-eb11-a7ad-28187818aecc,en,0.006752674002200365,0.25580543279647827,0.737441897392273,positive,False,positive,0.0,0.136,0.864,0.9136
447,1,fair honest open   ,1d352034-7fbd-eb11-a7ad-28187818aecc,en,0.0009416774846613407,0.8863988518714905,0.11265944689512253,neutral,False,positive,0.0,0.152,0.848,0.6808
448,1,integrity humble honest open trustworthy caring,6750ce6c-9bb9-eb11-a7ad-28187818aecc,en,0.004452001769095659,0.2987444996833801,0.6968034505844116,positive,False,positive,0.0,0.136,0.864,0.9136
449,1,fair     ,2e57286c-eebe-eb11-a7ad-28187818aecc,en,0.0024716698098927736,0.7526806592941284,0.2448476403951645,neutral,False,neutral,0.0,0.0,1.0,0.3182
450,2,treated fairly     ,0d106991-eebe-eb11-a7ad-28187818aecc,en,0.0006704236730001867,0.5947512984275818,0.404578298330307,neutral,True,neutral,0.0,1.0,0.0,0.0
451,2,fairness     ,c2303184-a2c3-eb11-a7ad-28187818aecc,en,0.0010547703132033348,0.568406879901886,0.4305383265018463,neutral,True,neutral,0.0,1.0,0.0,0.0
452,2,fairness     ,d3ae8e97-eebe-eb11-a7ad-28187818aecc,en,0.0010547703132033348,0.568406879901886,0.4305383265018463,neutral,True,neutral,0.0,1.0,0.0,0.0
453,2,fairness acommodation context validation accuracy truth,c0bc36a4-eebe-eb11-a7ad-28187818aecc,en,0.01571403630077839,0.9247841835021973,0.05950168892741203,neutral,False,neutral,0.0,0.685,0.315,0.3182
454,1,honest fair kind helpful trustworthy peaceful,073e2e58-eebe-eb11-a7ad-28187818aecc,en,0.0057489899918437,0.09975738823413849,0.894493579864502,positive,False,positive,0.0,0.0,1.0,0.9559
455,1,honesty equality tolerant   ,74685e4e-fec2-eb11-a7ad-28187818aecc,en,0.004822020418941975,0.7842326164245605,0.21094542741775513,neutral,False,positive,0.0,0.159,0.841,0.6486
456,1,honesty open minded inclusive hard working innovative caring,b996d23a-a2c3-eb11-a7ad-28187818aecc,en,0.005712561774998903,0.2914313077926636,0.7028561234474182,positive,False,positive,0.095,0.272,0.633,0.836
457,1,honesty peaceable diversity hard working reliable gullible,c674e428-fec2-eb11-a7ad-28187818aecc,en,0.014723354950547218,0.5188971757888794,0.4663795232772827,neutral,True,neutral,0.305,0.234,0.461,0.4588
458,1,polite trustworthy kind generous hard-working positive,6c09fb52-7fbd-eb11-a7ad-28187818aecc,en,0.001758948084898293,0.08759240806102753,0.9106486439704895,positive,False,positive,0.0,0.126,0.874,0.9313
459,1,honnête fort travailler franc riche stabilité,09420d85-eebe-eb11-a7ad-28187818aecc,fr,0.013673988170921803,0.026906952261924744,0.9594190120697021,positive,False,positive,0.0,0.312,0.688,0.765
460,1,honest loyal hard working   ,cc71e428-fec2-eb11-a7ad-28187818aecc,en,0.00012478523422032595,0.06387922167778015,0.9359959959983826,positive,False,positive,0.159,0.114,0.727,0.7184
461,1,integrity honesty cooperative helpful open diverse,0cb005f2-9bb9-eb11-a7ad-28187818aecc,en,0.007938898168504238,0.5215479135513306,0.4705132246017456,neutral,True,positive,0.0,0.259,0.741,0.8225
462,1,honestly community inclusion   ,dd3a83fd-7ebd-eb11-a7ad-28187818aecc,en,0.00016954695456661284,0.5515982508659363,0.44823217391967773,neutral,True,neutral,0.0,0.4,0.6,0.4588
463,1,honest open inclusive   ,6890243c-fec2-eb11-a7ad-28187818aecc,en,0.00030624630744569004,0.74879390001297,0.2508997917175293,neutral,False,positive,0.0,0.377,0.623,0.5106
464,1,honour polite smart friendly  ,eda5d079-fec2-eb11-a7ad-28187818aecc,en,0.0009259002399630845,0.13868460059165955,0.8603894710540771,positive,False,positive,0.0,0.094,0.906,0.8625
465,1,honesty kindness morals   ,b4420d85-eebe-eb11-a7ad-28187818aecc,en,0.0017542713321745396,0.39848169684410095,0.5997640490531921,positive,False,positive,0.0,0.139,0.861,0.7351
466,1,friendship giving honerable   ,f3342034-7fbd-eb11-a7ad-28187818aecc,en,0.0002549481869209558,0.5601510405540466,0.43959400057792664,neutral,True,positive,0.0,0.159,0.841,0.6486
467,1,congenial apologetic trustworthy   ,3dfcfafd-9bb9-eb11-a7ad-28187818aecc,en,0.16620385646820068,0.8249728083610535,0.008823344483971596,neutral,False,positive,0.0,0.357,0.643,0.5574
468,1,honesty humble easy going tradition accepting friendly,083d1e91-9bb9-eb11-a7ad-28187818aecc,en,0.00996782910078764,0.3404406011104584,0.6495915055274963,positive,False,positive,0.0,0.201,0.799,0.8979
469,1,honest helpful kindness polite neighbourly ,c0f9f21b-7fbd-eb11-a7ad-28187818aecc,en,0.00042611430399119854,0.030305206775665283,0.9692686796188354,positive,False,positive,0.0,0.18,0.82,0.8442
470,1,honesty generosity compassionate friendly  ,f650a77e-eebe-eb11-a7ad-28187818aecc,en,0.0029454072937369347,0.26609429717063904,0.7309602499008179,positive,False,positive,0.0,0.0,1.0,0.9169
471,1,honest     ,fcae8e97-eebe-eb11-a7ad-28187818aecc,en,0.0015852497890591621,0.9726473689079285,0.025767432525753975,neutral,False,positive,0.0,0.0,1.0,0.5106
472,1,trustworthy sincere    ,4d91243c-fec2-eb11-a7ad-28187818aecc,en,0.0010693256044760346,0.25116273760795593,0.7477679252624512,positive,False,positive,0.0,0.0,1.0,0.743
473,1,honesty charity    ,b8cbe610-fec2-eb11-a7ad-28187818aecc,en,0.0019717137329280376,0.9425833821296692,0.055444926023483276,neutral,False,positive,0.0,0.0,1.0,0.7184
474,1,proud honesty    ,d5cc3883-36c5-eb11-a7ad-28187818aecc,en,7.190884207375348e-05,0.009783066809177399,0.9901450276374817,positive,False,positive,0.0,0.0,1.0,0.743
475,1,loyal support proud satified honest leader,fed02b40-eebe-eb11-a7ad-28187818aecc,en,9.915694681694731e-05,0.003713577752932906,0.9961872696876526,positive,False,positive,0.0,0.141,0.859,0.9042
476,1,honour     ,7ee45760-fec2-eb11-a7ad-28187818aecc,en,0.0007279936107806861,0.721126914024353,0.2781451344490051,neutral,False,positive,0.0,0.0,1.0,0.5719
477,1,new old trustworthy   ,3658286c-eebe-eb11-a7ad-28187818aecc,en,0.0013187142321839929,0.9506276249885559,0.04805368185043335,neutral,False,positive,0.0,0.357,0.643,0.5574
478,1,égalité richesse tolérance ouverture accueil ,63420d85-eebe-eb11-a7ad-28187818aecc,fr,0.027877015992999077,0.46711665391921997,0.5050063133239746,positive,True,positive,0.0,0.357,0.643,0.6597
479,1,compassion equality hard working kind empathy friendly,9d57286c-eebe-eb11-a7ad-28187818aecc,en,0.00377201777882874,0.20299571752548218,0.7932322025299072,positive,False,positive,0.1,0.214,0.686,0.8481
480,1,friendly reasonable empathetic easy to get along with diverse equality,77790f3c-9bb9-eb11-a7ad-28187818aecc,en,0.0014946330338716507,0.2167808562517166,0.7817244529724121,positive,False,positive,0.0,0.443,0.557,0.8316
481,1,inclusivité égalité entraide partage cohésion gentillesse,5034fed9-a1c3-eb11-a7ad-28187818aecc,fr,0.04069923609495163,0.2817024290561676,0.6775983572006226,positive,False,positive,0.0,0.463,0.537,0.7003
482,2,fine balance diversity equity type correct,6154286c-eebe-eb11-a7ad-28187818aecc,en,0.001346368109807372,0.8252477049827576,0.1734059602022171,neutral,False,neutral,0.0,0.735,0.265,0.2023
483,1,equality diversity    ,8f51a77e-eebe-eb11-a7ad-28187818aecc,en,0.001090451842173934,0.9046491384506226,0.09426039457321167,neutral,False,neutral,0.0,1.0,0.0,0.0
484,1,multiculture equal love democrat peace strong,3c8c6da3-9bb9-eb11-a7ad-28187818aecc,en,0.000838848645798862,0.04770725592970848,0.9514538645744324,positive,False,positive,0.0,0.214,0.786,0.9001
485,1,equality hockey community   ,5a0ba221-eebe-eb11-a7ad-28187818aecc,en,0.0007078569033183157,0.9117591977119446,0.0875328779220581,neutral,False,neutral,0.0,1.0,0.0,0.0
486,2,important un equality protection something sometyhing,6afbfafd-9bb9-eb11-a7ad-28187818aecc,en,0.01576891541481018,0.9278505444526672,0.05638060346245766,neutral,False,neutral,0.0,0.735,0.265,0.2023
487,1,kindness politeness equality   ,e732ed2d-eebe-eb11-a7ad-28187818aecc,en,0.0021567237563431263,0.5567581653594971,0.4410850703716278,neutral,True,neutral,0.0,0.4,0.6,0.4588
488,1,kindness honesty responsible dependable welcoming equality,88ddec0e-fdc2-eb11-a7ad-28187818aecc,en,0.03041919507086277,0.5323082208633423,0.4372726082801819,neutral,True,positive,0.0,0.149,0.851,0.886
489,2,equality     ,3490243c-fec2-eb11-a7ad-28187818aecc,en,0.014873589389026165,0.9465444087982178,0.03858204558491707,neutral,False,neutral,0.0,1.0,0.0,0.0
490,1,égalité doit continuer a travailler    ,db7bd272-9bb9-eb11-a7ad-28187818aecc,fr,0.13207131624221802,0.3080223798751831,0.5599063038825989,positive,False,neutral,0.0,1.0,0.0,0.0
491,1,equité     ,88215672-fec2-eb11-a7ad-28187818aecc,en,0.006710318848490715,0.9813317656517029,0.01195790059864521,neutral,False,neutral,0.0,1.0,0.0,0.0
492,2,equality     ,8350ce6c-9bb9-eb11-a7ad-28187818aecc,en,0.014873589389026165,0.9465444087982178,0.03858204558491707,neutral,False,neutral,0.0,1.0,0.0,0.0
493,2,equality     ,cc4146b0-eebe-eb11-a7ad-28187818aecc,en,0.014873589389026165,0.9465444087982178,0.03858204558491707,neutral,False,neutral,0.0,1.0,0.0,0.0
494,2,equal     ,da20228b-eebe-eb11-a7ad-28187818aecc,en,0.004563685040920973,0.9124655723571777,0.08297072350978851,neutral,False,neutral,0.0,1.0,0.0,0.0
495,2,equality     ,a6ff301c-a2c3-eb11-a7ad-28187818aecc,en,0.014873589389026165,0.9465444087982178,0.03858204558491707,neutral,False,neutral,0.0,1.0,0.0,0.0
496,2,égalité,ddc26348-fec2-eb11-a7ad-28187818aecc,fr,0.2360614389181137,0.6233659386634827,0.14057259261608124,neutral,False,neutral,0.0,1.0,0.0,0.0
497,2,equality     ,b2695e4e-fec2-eb11-a7ad-28187818aecc,en,0.014873589389026165,0.9465444087982178,0.03858204558491707,neutral,False,neutral,0.0,1.0,0.0,0.0
498,2,equality     ,28a9872d-6ec4-eb11-a7ad-28187818aecc,en,0.014873589389026165,0.9465444087982178,0.03858204558491707,neutral,False,neutral,0.0,1.0,0.0,0.0
499,2,equality     ,841221cd-fdc2-eb11-a7ad-28187818aecc,en,0.014873589389026165,0.9465444087982178,0.03858204558491707,neutral,False,neutral,0.0,1.0,0.0,0.0
500,1,equal     ,5f62fbd4-7ebd-eb11-a7ad-28187818aecc,en,0.004563685040920973,0.9124655723571777,0.08297072350978851,neutral,False,neutral,0.0,1.0,0.0,0.0
501,2,everybody equal     ,dd3c1e91-9bb9-eb11-a7ad-28187818aecc,en,0.004314655438065529,0.8042351007461548,0.1914503127336502,neutral,False,neutral,0.0,1.0,0.0,0.0
502,2,equality     ,5aa1c884-6dc4-eb11-a7ad-28187818aecc,en,0.014873589389026165,0.9465444087982178,0.03858204558491707,neutral,False,neutral,0.0,1.0,0.0,0.0
503,2,equality none    ,8b0ff721-7fbd-eb11-a7ad-28187818aecc,en,0.48013046383857727,0.5145732164382935,0.005296369083225727,neutral,True,neutral,0.0,1.0,0.0,0.0
504,2,equality equity,406c5466-fdc2-eb11-a7ad-28187818aecc,en,0.03749862313270569,0.8513357639312744,0.11116565018892288,neutral,False,neutral,0.0,1.0,0.0,0.0
505,2,equality,4bc1f1f7-a1c3-eb11-a7ad-28187818aecc,en,0.04263053461909294,0.5964340567588806,0.36093541979789734,neutral,False,neutral,0.0,1.0,0.0,0.0
506,2,equality safe    ,6a4ece6c-9bb9-eb11-a7ad-28187818aecc,en,0.0028720085974782705,0.7772044539451599,0.2199234962463379,neutral,False,neutral,0.0,0.256,0.744,0.4404
507,2,equality friends help peace  ,399170b5-9bb9-eb11-a7ad-28187818aecc,en,0.00016330675862263888,0.04605409875512123,0.9537826180458069,positive,False,positive,0.0,0.097,0.903,0.8519
508,2,every life is important equality is also important treating everyone without violence   ,a7627565-a2c3-eb11-a7ad-28187818aecc,en,0.005016643553972244,0.4797343313694,0.5152490139007568,positive,True,positive,0.0,0.566,0.434,0.709
509,2,equal     ,fa2b5edf-9bb9-eb11-a7ad-28187818aecc,en,0.004563685040920973,0.9124655723571777,0.08297072350978851,neutral,False,neutral,0.0,1.0,0.0,0.0
510,1,cooperation tolerance strong work ethic   ,d68c7659-a2c3-eb11-a7ad-28187818aecc,en,0.00032797976746223867,0.13011832535266876,0.8695536851882935,positive,False,positive,0.0,0.353,0.647,0.6705
511,1,power care money culture traditional trade,748208d8-fcc2-eb11-a7ad-28187818aecc,en,0.010360220447182655,0.9838427305221558,0.005797115154564381,neutral,False,neutral,0.0,0.61,0.39,0.4939
512,1,friendly loyal traditional proud hardworking honest,589070b5-9bb9-eb11-a7ad-28187818aecc,en,0.0013737143017351627,0.06381518393754959,0.9348111152648926,positive,False,positive,0.0,0.136,0.864,0.9136
513,1,clean hardworking heathy happy lifestyle accommodating,cd7d66d3-9bb9-eb11-a7ad-28187818aecc,en,0.0005903803394176066,0.02465636655688286,0.9747533202171326,positive,False,positive,0.0,0.385,0.615,0.7506
514,1,tolerance multiculturalism accepting welcoming polite agricultural,44609c09-7fbd-eb11-a7ad-28187818aecc,en,0.005823399871587753,0.5839625000953674,0.4102140963077545,neutral,True,positive,0.0,0.28,0.72,0.7717
515,1,"working together, inclusive     ",e4ba64e5-9bb9-eb11-a7ad-28187818aecc,en,6.832175859017298e-05,0.14204278588294983,0.8578888773918152,positive,False,neutral,0.0,1.0,0.0,0.0
516,2,fraud waste of time money pit   ,f9430d85-eebe-eb11-a7ad-28187818aecc,en,0.9942066073417664,0.005707369651645422,8.601816807640716e-05,negative,False,negative,0.623,0.377,0.0,-0.765
517,1,costco walmart mcdonald's amazon target walmart,7b782646-eebe-eb11-a7ad-28187818aecc,en,0.0022077925968915224,0.9555727243423462,0.042219534516334534,neutral,False,neutral,0.0,0.746,0.254,0.1779
518,1,kindness helpful sense of belonging sense of humour hard working peaceful,01106991-eebe-eb11-a7ad-28187818aecc,en,0.0008059758110903203,0.03208237886428833,0.9671116471290588,positive,False,positive,0.072,0.308,0.621,0.8934
519,1,multiculture friendly    ,6372e428-fec2-eb11-a7ad-28187818aecc,en,7.556290802313015e-05,0.3016107380390167,0.6983137130737305,positive,False,neutral,0.0,0.238,0.762,0.4939
520,1,politeness tolerance acceptance willingness persistence sacrifice,5a3f68c1-9bb9-eb11-a7ad-28187818aecc,en,0.010522095486521721,0.8805091977119446,0.10896874219179153,neutral,False,positive,0.0,0.291,0.709,0.743
521,1,friendly helpful kind diverse  ,357c66d3-9bb9-eb11-a7ad-28187818aecc,en,0.0010528633138164878,0.1298634260892868,0.8690837621688843,positive,False,positive,0.0,0.096,0.904,0.8555
522,1,multiculrural inclusive compassionate proud friendly caring,54695e4e-fec2-eb11-a7ad-28187818aecc,en,0.0028653722256422043,0.3708139955997467,0.6263206601142883,positive,False,positive,0.0,0.136,0.864,0.9136
523,1,ouvert diversité    ,53b2a103-7fbd-eb11-a7ad-28187818aecc,fr,0.20020341873168945,0.4970378577709198,0.30275875329971313,neutral,True,neutral,0.0,1.0,0.0,0.0
524,1,inclusions acceptation ouverture terre d'acceuil  ,b4565b22-a2c3-eb11-a7ad-28187818aecc,fr,0.019492901861667633,0.7297039031982422,0.2508032023906708,neutral,False,positive,0.0,0.4,0.6,0.7184
525,1,open welcoming inclusive   ,7750cefe-fdc2-eb11-a7ad-28187818aecc,en,0.00020116909581702203,0.19635185599327087,0.8034469485282898,positive,False,neutral,0.0,0.408,0.592,0.4404
526,1,diverse     ,dda1c884-6dc4-eb11-a7ad-28187818aecc,en,0.00026363611686974764,0.9095983505249023,0.09013807773590088,neutral,False,neutral,0.0,1.0,0.0,0.0
527,2,minority     ,076a5e4e-fec2-eb11-a7ad-28187818aecc,en,0.010702221654355526,0.9880924224853516,0.0012053527170792222,neutral,False,neutral,0.0,1.0,0.0,0.0
528,1,inclusion     ,db5e9e78-eebe-eb11-a7ad-28187818aecc,en,0.0007309553911909461,0.9821557402610779,0.017113259062170982,neutral,False,neutral,0.0,1.0,0.0,0.0
529,1,inclusivity     ,55fbfafd-9bb9-eb11-a7ad-28187818aecc,en,0.00044973063631914556,0.76854407787323,0.2310062050819397,neutral,False,neutral,0.0,1.0,0.0,0.0
530,1,inclusiveness     ,aaae8e97-eebe-eb11-a7ad-28187818aecc,en,0.00031362325535155833,0.7203158140182495,0.27937057614326477,neutral,False,neutral,0.0,1.0,0.0,0.0
531,2,minorities     ,f50f6991-eebe-eb11-a7ad-28187818aecc,en,0.006468049716204405,0.991340696811676,0.0021913025993853807,neutral,False,neutral,0.0,1.0,0.0,0.0
532,1,tolérant accueillant    ,ec3d68c1-9bb9-eb11-a7ad-28187818aecc,fr,0.07588455080986023,0.34994417428970337,0.574171245098114,positive,False,positive,0.0,0.0,1.0,0.6124
533,1,helping each other tolerance diversity   ,840ef721-7fbd-eb11-a7ad-28187818aecc,en,0.00014534445654135197,0.26915064454078674,0.7307040691375732,positive,False,positive,0.0,0.405,0.595,0.5267
534,1,community diversity inclusion welcoming stronger together helpful,95657565-a2c3-eb11-a7ad-28187818aecc,en,0.000275407888693735,0.07387613505125046,0.9258484840393066,positive,False,positive,0.0,0.325,0.675,0.8074
535,1,community inclusivity    ,5be20bc8-a1c3-eb11-a7ad-28187818aecc,en,0.0001439336483599618,0.3530620038509369,0.6467940807342529,positive,False,neutral,0.0,1.0,0.0,0.0
536,1,diversity democracy    ,97e4e623-9bb9-eb11-a7ad-28187818aecc,en,0.0005416834028437734,0.7538325786590576,0.2456258088350296,neutral,False,neutral,0.0,1.0,0.0,0.0
537,1,acceptance understanding appreciation inclusion sharing compliance,54e45760-fec2-eb11-a7ad-28187818aecc,en,0.002803652547299862,0.7783974409103394,0.21879884600639343,neutral,False,positive,0.0,0.248,0.752,0.8442
538,1,religion     ,ee8c6da3-9bb9-eb11-a7ad-28187818aecc,en,0.016854548826813698,0.9819865822792053,0.0011588942725211382,neutral,False,neutral,0.0,1.0,0.0,0.0
539,1,ethentical religion    ,1f5f9e78-eebe-eb11-a7ad-28187818aecc,en,0.03441080451011658,0.963909387588501,0.001679817447438836,neutral,False,neutral,0.0,1.0,0.0,0.0
540,2,protection vulnerable worthy important essential crucial,648e6da3-9bb9-eb11-a7ad-28187818aecc,en,0.005190999247133732,0.741152286529541,0.2536567449569702,neutral,False,neutral,0.198,0.312,0.49,0.4215
541,2,does not really exist goverment really does not care does not matter what is the cost  ,07a6d079-fec2-eb11-a7ad-28187818aecc,en,0.9630085229873657,0.03682772442698479,0.00016371332458220422,negative,False,neutral,0.221,0.779,0.0,-0.4526
542,2,manifestation violence guerre   ,ff760cc2-a1c3-eb11-a7ad-28187818aecc,fr,0.9869028925895691,0.012600013054907322,0.000497140281368047,negative,False,negative,0.867,0.133,0.0,-0.7579
543,1,good upsatanding hockey,b85519d3-fdc2-eb11-a7ad-28187818aecc,en,0.0015979957534000278,0.0913381576538086,0.9070638418197632,positive,False,neutral,0.0,0.408,0.592,0.4404
544,1,no canadian values     ,5c51a77e-eebe-eb11-a7ad-28187818aecc,en,0.975329577922821,0.02462073788046837,4.970941517967731e-05,negative,False,negative,0.817,0.183,0.0,-0.5358
545,2,human trafficking     ,fe342034-7fbd-eb11-a7ad-28187818aecc,en,0.896044909954071,0.10378772765398026,0.00016734062228351831,negative,False,neutral,0.0,1.0,0.0,0.0
546,1,kind     ,c3412e58-eebe-eb11-a7ad-28187818aecc,en,0.0015822151908650994,0.07331274449825287,0.9251050353050232,positive,False,positive,0.0,0.0,1.0,0.5267
547,1,friendly im not really sure these days    ,f27c66d3-9bb9-eb11-a7ad-28187818aecc,en,0.42921143770217896,0.5700750946998596,0.0007134337211027741,neutral,True,neutral,0.21,0.482,0.308,0.255
548,1,nice loving    ,addcec0e-fdc2-eb11-a7ad-28187818aecc,en,0.00010006654338212684,0.001145108020864427,0.9987548589706421,positive,False,positive,0.0,0.0,1.0,0.7717
549,1,nice pleasent    ,4b75e609-a2c3-eb11-a7ad-28187818aecc,en,5.098164183436893e-05,0.0016644801944494247,0.9982845187187195,positive,False,neutral,0.0,0.263,0.737,0.4215
550,1,friendly polite    ,d3e45760-fec2-eb11-a7ad-28187818aecc,en,0.001928444835357368,0.26605528593063354,0.7320162653923035,positive,False,neutral,0.0,0.238,0.762,0.4939
551,1,polite friendly mostly obedient   ,efe35760-fec2-eb11-a7ad-28187818aecc,en,0.0007608892628923059,0.33314254879951477,0.666096568107605,positive,False,neutral,0.0,0.484,0.516,0.4939
552,1,kindness     ,7c20228b-eebe-eb11-a7ad-28187818aecc,en,0.00025883817579597235,0.029606010764837265,0.9701351523399353,positive,False,neutral,0.0,0.0,1.0,0.4588
553,1,kindness pollite    ,6b3a83fd-7ebd-eb11-a7ad-28187818aecc,en,0.0009312110487371683,0.35105904936790466,0.6480097770690918,positive,False,neutral,0.0,0.25,0.75,0.4588
554,1,polite     ,935f9c09-7fbd-eb11-a7ad-28187818aecc,en,0.005646724719554186,0.7852166891098022,0.20913656055927277,neutral,False,neutral,0.0,1.0,0.0,0.0
555,1,politeness eh,318f70b5-9bb9-eb11-a7ad-28187818aecc,en,0.23698723316192627,0.7580704092979431,0.004942381754517555,neutral,False,neutral,0.0,1.0,0.0,0.0
556,1,apologetic caring empathetic sympathetic  ,1b3e9f46-7fbd-eb11-a7ad-28187818aecc,en,0.0009383910801261663,0.2630831003189087,0.7359784841537476,positive,False,positive,0.0,0.098,0.902,0.8481
557,1,friendly polite helpful engaging  ,6390243c-fec2-eb11-a7ad-28187818aecc,en,0.0005705950316041708,0.07008225470781326,0.9293471574783325,positive,False,positive,0.0,0.106,0.894,0.8126
558,1,generous kind kindness   ,67ee654e-9bb9-eb11-a7ad-28187818aecc,en,0.00010007517266785726,0.008714686147868633,0.9911852478981018,positive,False,positive,0.0,0.0,1.0,0.8658
559,1,friendly generous happy kind supportive understanding,6faf05f2-9bb9-eb11-a7ad-28187818aecc,en,0.00042000101529993117,0.013912701979279518,0.98566734790802,positive,False,positive,0.0,0.06,0.94,0.9413
560,1,too lax too slow to do anything useless pushover  ,32619c09-7fbd-eb11-a7ad-28187818aecc,en,0.9824698567390442,0.017383504658937454,0.00014661795285064727,negative,False,neutral,0.259,0.741,0.0,-0.4215
561,1,strong commited    ,ca91243c-fec2-eb11-a7ad-28187818aecc,en,0.0004651739145629108,0.17576292157173157,0.8237718939781189,positive,False,positive,0.0,0.233,0.767,0.5106
562,1,wholesome different from province to province    ,52bb64e5-9bb9-eb11-a7ad-28187818aecc,en,0.00055715162307024,0.9349958896636963,0.06444694846868515,neutral,False,neutral,0.0,1.0,0.0,0.0
563,2,important essentiel compliquer difficile juste bon,326191bc-eebe-eb11-a7ad-28187818aecc,fr,0.20202729105949402,0.3574112355709076,0.440561443567276,positive,True,neutral,0.245,0.294,0.461,0.296
564,1,great country they are the best    ,dcfbfafd-9bb9-eb11-a7ad-28187818aecc,en,1.9608425645856187e-05,0.00011313352297293022,0.9998672604560852,positive,False,positive,0.0,0.325,0.675,0.8519
565,2,compassion people    ,ea5e9e78-eebe-eb11-a7ad-28187818aecc,en,0.004416230600327253,0.6624352335929871,0.3331485092639923,neutral,False,neutral,0.0,0.25,0.75,0.4588
566,1,open hearted     ,3ad12b40-eebe-eb11-a7ad-28187818aecc,en,0.005508066155016422,0.904844343662262,0.08964758366346359,neutral,False,neutral,0.0,1.0,0.0,0.0
567,1,helpful listening sharing   ,246391bc-eebe-eb11-a7ad-28187818aecc,en,0.000361856073141098,0.3872325122356415,0.6124056577682495,positive,False,positive,0.0,0.152,0.848,0.6808
568,1,accepting helping caring   ,cd20228b-eebe-eb11-a7ad-28187818aecc,en,0.00010564265539869666,0.2370373010635376,0.7628570795059204,positive,False,positive,0.0,0.0,1.0,0.7906
569,1,accepted welcome open   ,e30ba221-eebe-eb11-a7ad-28187818aecc,en,3.0439647161983885e-05,0.053737200796604156,0.9462323188781738,positive,False,positive,0.0,0.164,0.836,0.6249
570,1,volunteer care thankfullness   ,2ee3254c-eebe-eb11-a7ad-28187818aecc,en,8.95460689207539e-05,0.025669721886515617,0.9742407202720642,positive,False,neutral,0.0,0.385,0.615,0.4939
571,1,empathy compassion strength helpful committed loyal,e24146b0-eebe-eb11-a7ad-28187818aecc,en,0.007969746366143227,0.2123439610004425,0.7796863317489624,positive,False,positive,0.0,0.066,0.934,0.9217
572,1,traditional  compassionate caring   ,9ebd36a4-eebe-eb11-a7ad-28187818aecc,en,0.002231193706393242,0.7444459199905396,0.25332286953926086,neutral,False,positive,0.0,0.135,0.865,0.7506
573,1,tradition moeurs entraide sociale  ,6f1ed922-fec2-eb11-a7ad-28187818aecc,fr,0.5837014317512512,0.3435138463973999,0.07278475910425186,negative,False,neutral,0.0,1.0,0.0,0.0
574,1,fierté chaleureux aimant aidant protecteur patriotique,c031ee03-a2c3-eb11-a7ad-28187818aecc,fr,0.004774180706590414,0.010109453462064266,0.9851164221763611,positive,False,positive,0.0,0.316,0.684,0.6705
575,2,what we all should have sad    ,73a2c884-6dc4-eb11-a7ad-28187818aecc,en,0.21154387295246124,0.7570571899414062,0.0313989594578743,neutral,False,neutral,0.383,0.617,0.0,-0.4767
576,1,its good could be beter     ,5be699c1-7ebd-eb11-a7ad-28187818aecc,en,3.482793545117602e-05,0.0023253988474607468,0.9976397752761841,positive,False,neutral,0.0,0.58,0.42,0.4404
577,2,choice     ,e5f6a7e4-7ebd-eb11-a7ad-28187818aecc,en,0.05904468894004822,0.9387193322181702,0.002236009808257222,neutral,False,neutral,0.0,1.0,0.0,0.0
578,2,what is suppose to be done     ,8d91243c-fec2-eb11-a7ad-28187818aecc,en,0.013205642811954021,0.9855219721794128,0.0012723769759759307,neutral,False,neutral,0.0,1.0,0.0,0.0
579,1,canadian personality attributes   ,c073e428-fec2-eb11-a7ad-28187818aecc,en,0.000998753122985363,0.9960778951644897,0.0029233377426862717,neutral,False,neutral,0.0,1.0,0.0,0.0
580,2,personal well being     ,2e3f68c1-9bb9-eb11-a7ad-28187818aecc,en,0.0017201799200847745,0.9133325815200806,0.08494720607995987,neutral,False,neutral,0.0,0.488,0.512,0.2732
581,1,"there is no such thing it is a myth obsessive usage of ""please"" and ""thank you""   ",4e5f9e78-eebe-eb11-a7ad-28187818aecc,en,0.3564525842666626,0.6380941271781921,0.005453256890177727,neutral,False,neutral,0.196,0.574,0.23,0.1779
